,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
4339,4343,E900164,[국도1호선]이서교차로,국가교통정보센터(국도),127.050006,35.827316,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900164&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259D%25B4%25EC%2584%259C%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=9295/BeW9J0FIUvcCaBAtbqe5sbCEUWHdSkdQf5cjsycRn/H/g8MP1v/CZzOxBx8ywOvmosOUTVlrZQdwWFsOwGeIbvrQL1PKd6U/txz8s8dX4M8=&cctvpasswd=null&cctvport=null
4340,4344,E900165,[국도1호선]익산금마육교,국가교통정보센터(국도),127.059,35.98739,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900165&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259D%25B5%25EC%2582%25B0%25EA%25B8%2588%25EB%25A7%2588%25EC%259C%25A1%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=4313/Jx/+ZdpRnBUBXjf5rzxHDImeWF9vdW+DMKtSl3+QHhkASW8rdW5V5oad7M5tSyAibA9ZKaF81GSDbPEDGUhasHMJBwTaq4gTXDGpF59TFUo=&cctvpasswd=null&cctvport=null
4341,4345,E900166,[국도1호선]익산여산IC,국가교통정보센터(국도),127.0826,36.0646,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900166&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259D%25B5%25EC%2582%25B0%25EC%2597%25AC%25EC%2582%25B0IC&kind=Z2&cctvip=null&cctvch=null&id=4314/RnNjWQ0f7i3tBpYMcaDa5qpnUDDiNTGafwW4Bq5vg+T5lKxxJgKaxqVxOheCxDYL7kWA0EohuTu//F7hjL+DiDrbFHSjs3AZ7bRqPJqvdPQ=&cctvpasswd=null&cctvport=null
4342,4253,E901123,[국도1호선]장성구산교차로,국가교통정보센터(국도),127.41695,35.43206,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901123&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EA%25B5%25AC%25EC%2582%25B0%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74039/VJjUz+kLgOtPfsU9Z7iYTPXJ1LVgP9ZelNdRaERf/jSN3/+Pm+t2eq3xlfx6dVwRp5Y5y3YCu60Zv+jnzwG4kY0CItZioS/k+pLMaTx0Yjo=&cctvpasswd=null&cctvport=null
4343,4347,E900167,[국도1호선]장성덕산마을부근,국가교통정보센터(국도),126.8347,35.3458,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900167&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EB%258D%2595%25EC%2582%25B0%25EB%25A7%2588%25EC%259D%2584%25EB%25B6%2580%25EA%25B7%25BC&kind=Z2&cctvip=null&cctvch=null&id=4334/BLrc8+Nf15jWB+0Dc17mNgiYS+X92Xp6/Lj/VrcQyde13k2/tlDvdNjfl99WV8VAK2jWq1EyMWshVyf1AfYC0rkhZAgY5OY+4j9M4W3MjIU=&cctvpasswd=null&cctvport=null
4344,4257,E901124,[국도1호선]장성서태교차로,국가교통정보센터(국도),127.44039,35.32289,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901124&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EC%2584%259C%25ED%2583%259C%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74102/VwKOzLNCcNAHvaXcNvgDsYB7BMceAY0itAbm8O/OGbsPRG7z11DOtA/CvdXiAouoyIVTZcwfMTHpE/aanI7Am0LNw609o24iKZ7e389I1Ig=&cctvpasswd=null&cctvport=null
4345,4263,E901125,[국도1호선]장성악수교차로,국가교통정보센터(국도),127.49877,35.546696,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901125&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EC%2595%2585%25EC%2588%2598%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74038/YVm56gFmdApcS0Hw0uU9EkC/pTWr4FylgJ9wYcwoT/kZditVRQppeS1xst88uzBNPVfkYLvLYGYHRnRPEuobOFICRzXQ9cn1R6xDd92lzAw=&cctvpasswd=null&cctvport=null
4346,4350,E900168,[국도1호선]장성장성교차로,국가교통정보센터(국도),126.7854,35.2949,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900168&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EC%259E%25A5%25EC%2584%25B1%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4333/8p+hn7Gr0Mq6UssegFq5P6fMVpWNNjdufgDt4+82uPv1OUhrQiHokunC55JAZgtqfeRWlWoylsatJ9t+Ij9ziXtvCMd3wyjFuUF1eRuMOL4=&cctvpasswd=null&cctvport=null
4347,4301,E901126,[국도1호선]장성조산교차로,국가교통정보센터(국도),127.10279,36.171955,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901126&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%259E%25A5%25EC%2584%25B1%25EC%25A1%25B0%25EC%2582%25B0%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74037/DiAUZu1GaO5lJlQ1Adzd86RXO0j2jB0t1tyzrE10ntiPZf13er7+UQqNv+yKzRYuEgvQyeYbXYEhUPgoZ8r78GBPeriKXC509IH0Y/BTV00=&cctvpasswd=null&cctvport=null
4348,4309,E901127,[국도1호선]정읍신월교차로,국가교통정보센터(국도),127.097215,36.09311,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901127&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A0%2595%25EC%259D%258D%25EC%258B%25A0%25EC%259B%2594%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74035/3H/2FcsjJJv33TkGpBmsnloKzynck7bEPRAtkvEPXMbPokh927lW39wHa217JuaCRk5Be7d7ih8D+YSPWym3q+DcC9HGM9ZtaYXJvY01xpI=&cctvpasswd=null&cctvport=null
4349,4338,E901128,[국도1호선]정읍용호교차로,국가교통정보센터(국도),127.08804,36.016857,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901128&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A0%2595%25EC%259D%258D%25EC%259A%25A9%25ED%2598%25B8%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74034/+bp1LwPytcNzW1X8ARUzBGwfa1fSQNxvVQWFVZrvCSN1gJkxMChZDEdFCQ4A447/WByj8lZXm29Z/9Enk8+rPIQNoImjYbjeIBAvQ1etGBw=&cctvpasswd=null&cctvport=null
4350,4346,E901129,[국도1호선]정읍입암교차로,국가교통정보센터(국도),126.85193,35.355362,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901129&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A0%2595%25EC%259D%258D%25EC%259E%2585%25EC%2595%2594%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74036/E/lB3w0Fmvn6Axk/KGBvqPfqwXNyZS3nwODl6ImgV8V7Pfuy/gTCBwcqLwKS8XjMF/5uF+h/YJYRvhJ8F8hO35kf5V5TtTllYQBoHkRHuIA=&cctvpasswd=null&cctvport=null
4351,4348,E901130,[국도1호선]정읍통석교차로,국가교통정보센터(국도),126.82316,35.23575,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901130&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A0%2595%25EC%259D%258D%25ED%2586%25B5%25EC%2584%259D%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74100/9/xGZsu5lkR3QBuZ9QlE18yKlqmglGC5ABPEGbeJdQzVFAOtBxMEVF4yZvwThP/H1WCgymMkC0vbEe0+vvRrRHz9IWvaAmOqOAL2xBya3gY=&cctvpasswd=null&cctvport=null
4352,4349,E901131,[국도1호선]정읍화해교차로,국가교통정보센터(국도),126.88113,35.399418,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901131&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A0%2595%25EC%259D%258D%25ED%2599%2594%25ED%2595%25B4%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=74033/R+YtsLEUZc4zj/h9aF/k5bOWvEfGjqSFCoRxqlep5NtKtzg2iGhFJQjlxHfCTKvBDoJ48SFLSs82FHdPVq1OigMHJKOlRiRVMTmbbFFwlhM=&cctvpasswd=null&cctvport=null
4353,4357,E900169,[국도1호선]중등포저수지,국가교통정보센터(국도),126.427836,34.8544759,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900169&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25A4%2591%25EB%2593%25B1%25ED%258F%25AC%25EC%25A0%2580%25EC%2588%2598%25EC%25A7%2580&kind=Z2&cctvip=null&cctvch=null&id=9507/A5T6bMVLOd5WvNhD8LVnlKmoUumNsQhzTZ1pbEOvr1GqeHBZfGKxDzBwE1816ZS5WQ3IzztbTSNn6UKSzYEYttJTL+I6C+TBsuFNdIQjzBc=&cctvpasswd=null&cctvport=null
4354,4358,E900170,[국도1호선]천안남천안교차로,국가교통정보센터(국도),127.1706806,36.7496713,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900170&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EB%2582%25A8%25EC%25B2%259C%25EC%2595%2588%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4851/tEmr7GWz2FIFgP+jPaerjl/s1jJSAbNSKPIBWM+zLn4Rw9Kzocv7jY1IcxIsbWFVHfJj525AVCuaLjUNZWznGIS17DkkMTacFpgABBnWp0M=&cctvpasswd=null&cctvport=null
4355,4359,E900171,[국도1호선]천안대홍교차로,국가교통정보센터(국도),127.1339808,36.9354648,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900171&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EB%258C%2580%25ED%2599%258D%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=9024/6oFa9v62of2dYQVI4BXPwblExI1o1ROsCWWlGw0r7oh4EY8UI4J3R5ZIWeTCZarWowuyk8AJz/p6EcS909sTJX7tiAF1JatgKf2NKoz7qDY=&cctvpasswd=null&cctvport=null
4356,4360,E900172,[국도1호선]천안도리티삼거리,국가교통정보센터(국도),127.16992,36.76272,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900172&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EB%258F%2584%25EB%25A6%25AC%25ED%258B%25B0%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=4025/bj7Rg/OmybepJ6DxUiCopfMx7FCfLXxiHJWon5SELo1eHraHDqGv9rpw8gi9v8sw22+UbW232iKY7ho5Q08qEopN50pGQccL8id9REhjEo4=&cctvpasswd=null&cctvport=null
4357,4361,E900173,[국도1호선]천안매주교차로,국가교통정보센터(국도),127.12278,36.906847,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900173&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EB%25A7%25A4%25EC%25A3%25BC%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=72363/Pql2RU4rDJLwwZhmA91B0ZzwsDH5hBa/vI6xYiaxhJ1AskZjViIJE+cu8yUSidK+NRfTCbYaGe8Er4W1lksFf4W4brWy2W4MAqeGM8z4miA=&cctvpasswd=null&cctvport=null
4358,4362,E900174,[국도1호선]천안성환철도육교,국가교통정보센터(국도),127.127985,36.93008,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900174&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EC%2584%25B1%25ED%2599%2598%25EC%25B2%25A0%25EB%258F%2584%25EC%259C%25A1%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=72364/hW4U3/1O6crJw3FUufB+Hv98+7OhQ4delWWNy6iEE/g9jCvR4VmN73fZ2wcDkF3L947rOKu4/2rTmdYXS9ccXXXzCFlaIy1RSap1sJLQn7A=&cctvpasswd=null&cctvport=null
4359,4363,E900175,[국도1호선]천안안궁삼거리,국가교통정보센터(국도),127.118797,36.9646612,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900175&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EC%2595%2588%25EA%25B6%2581%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=9023//lYMtuqdATmUgHLmfNRmQKOQhZoG+LIgXww3ETTLk33BUh+sDfVsWNQlj8mSJogPimK6CnNQnq1lrcWEzxsBZIWCHQZ9maQYfgz2LNeOxpc=&cctvpasswd=null&cctvport=null
4360,4364,E900176,[국도1호선]천안직산면,국가교통정보센터(국도),127.14464,36.88308,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900176&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25EC%25A7%2581%25EC%2582%25B0%25EB%25A9%25B4&kind=Z2&cctvip=null&cctvch=null&id=4016/cX76IoMl2pS+c24A7Mt2C6Ho9jqRZ5kmtKGiziqm5dpxvAX32gnMTlfncTsixtQ+os3fjA7BXnh+inX5EUYBochtYZ7vHruZ5g7uXg15zFY=&cctvpasswd=null&cctvport=null
4361,4365,E900177,[국도1호선]천안홍경교,국가교통정보센터(국도),127.1338,36.94494,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900177&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B2%259C%25EC%2595%2588%25ED%2599%258D%25EA%25B2%25BD%25EA%25B5%2590&kind=Z2&cctvip=null&cctvch=null&id=4544/Lc+BlvM4DQnGwgUQJ5VD5LyzxBCH+qZm6A1BtBDo2eL5QgaenKflL4QCG1BaB7toNC7akgp5ym2Y7wN99duzdFvDQbPPc+KQvSBVkOqkRRk=&cctvpasswd=null&cctvport=null
4362,4366,E900178,[국도1호선]충주대소원사거리,국가교통정보센터(국도),127.821,36.975,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900178&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25EC%25B6%25A9%25EC%25A3%25BC%25EB%258C%2580%25EC%2586%258C%25EC%259B%2590%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=4631/lrvICLtTbdA+t7990pPYmDBZYxTYuItnYFn7dbMhCQ8iBCnRkZiRO/+BP1BfvO1y7f5MdM0ifhQheFqte9iUh1emjr7mtozO4cplNwdGsxA=&cctvpasswd=null&cctvport=null
4363,4367,E900179,[국도1호선]태인교차로,국가교통정보센터(국도),126.9336,35.65538,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900179&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%2583%259C%25EC%259D%25B8%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=9515/B6LUPvECNJGcXkY+SAgSnYgbxIc4gPzMcrPGpiqpWs4bq1uEt4bLOjCUdZUnw4QNi2TzjPKQndVv3d6zdUlL3TWSPxsKtkcnsTby2kBbvfM=&cctvpasswd=null&cctvport=null
4364,4351,E901132,[국도1호선]파주금촌신사거리,국가교통정보센터(국도),126.82106,35.437115,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901132&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258C%258C%25EC%25A3%25BC%25EA%25B8%2588%25EC%25B4%258C%25EC%258B%25A0%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=71657/j1C0J+iDV4xRTctQjma5tz2E85s9YoWOLYrOVw5/MqOkxT6FL85XUTkBVAm6BiNI2HtRXzB8nlRUB+uSDE5dsSnJI0wGbpJ5gMwFFtLZVUw=&cctvpasswd=null&cctvport=null
4365,4369,E900180,[국도1호선]파주등원교차로,국가교통정보센터(국도),126.8020416,37.7556472,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900180&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258C%258C%25EC%25A3%25BC%25EB%2593%25B1%25EC%259B%2590%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=Z2&cctvip=null&cctvch=null&id=4014/hweZGufVkl8quz+0l0RrY80XcPhHHSslhEu8dHgW0A5CKn0v5S6Dz4OxuPeyOchQIQdoHxpfAnjCIrAoMZa8nRZtDNoHWsQpRmsXfhgmO0Q=&cctvpasswd=null&cctvport=null
4366,4352,E901133,[국도1호선]파주문산사거리,국가교통정보센터(국도),126.85562,35.53579,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901133&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258C%258C%25EC%25A3%25BC%25EB%25AC%25B8%25EC%2582%25B0%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=71656/WDnIaqC8FY7iuGiow/aZDAjXM3qDaw+op62lHKtM+cJ4eKcWPsEvve/NN4hqmDdeB93y/ZJd165LlOk7DsuEJjNHVqmgUatHIodSULhj/5s=&cctvpasswd=null&cctvport=null
4367,4353,E901134,[국도1호선]파주봉일천사거리,국가교통정보센터(국도),126.86997,35.5775,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901134&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258C%258C%25EC%25A3%25BC%25EB%25B4%2589%25EC%259D%25BC%25EC%25B2%259C%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=71655/0+ewsdUHhSw5C1dLk1ZE59viNX7zqsrSJFmwaOIfWO06oApov29IcW42YkkmyBeybdQ3wPE2MuS98+CZmuYNdzXcj4Wg/aD44oNqf+kxIac=&cctvpasswd=null&cctvport=null
4368,4372,E900181,[국도1호선]파주자유IC,국가교통정보센터(국도),126.7516,37.8943638,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900181&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258C%258C%25EC%25A3%25BC%25EC%259E%2590%25EC%259C%25A0IC&kind=Z2&cctvip=null&cctvch=null&id=4003/NCZD8rO4de04264MAEP0ENtvwyYIOlyy5YYSMUF+2sAwSDK70JwRg8MQ8X1wlDqdw6WyXIq1wJQOlDXInkoDEJvR5TDPrsqXK6aLQ0Rs4Qg=&cctvpasswd=null&cctvport=null
4369,4354,E901135,[국도1호선]평택갈곶리삼거리,국가교통정보센터(국도),126.81431,35.504883,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E901135&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%258F%2589%25ED%2583%259D%25EA%25B0%2588%25EA%25B3%25B6%25EB%25A6%25AC%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=Z2&cctvip=null&cctvch=null&id=71654/9vYOWCx/FWhc7uYDoPgiST950JoYmOqCokj6bhayKpm/8booNMY9gzNCJOZzzmED3RQslErNNGNiVKX4iwzZaRrTYm0Va+PvweWqK+NabYA=&cctvpasswd=null&cctvport=null
4370,4374,E900182,[국도1호선]함평학교4,국가교통정보센터(국도),126.5336,35.0209,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E900182&cctvName=%255B%25EA%25B5%25AD%25EB%258F%25841%25ED%2598%25B8%25EC%2584%25A0%255D%25ED%2595%25A8%25ED%258F%2589%25ED%2595%2599%25EA%25B5%25904&kind=Z2&cctvip=null&cctvch=null&id=4325/eEYsMukVnXRNZnl75BxWWsj7r2nJLcnXkNEf1viHsMOeRlq260pluW4f8CFmnuWF0cqHVDiN3SPEP0ahTMGbpViHFNm0UGAauJw/cvhfD+c=&cctvpasswd=null&cctvport=null
